ID,data_point,confidence,text,function,pronoun,ppron,i,we,you,shehe,they,youpl,ipron,prep,auxverb,adverb,conj,negate,quanunit,prepend,specart,particle,modal_pa,general_pa,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,tensem,focuspast,focuspresent,focusfuture,progm,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,WC,Self_Reference,Negative_Emotion
29,4.2,,誒今日星期六啦嚇，咁啊上晝有少少忙啦，所以Miss咗嗰個心情記錄啦，咁而家嚟到下晝咧，就基本上邊啲嘢咧，都set down咗啦，咁就就冇乜特別咁，我過多一陣就可以放工，所以個心情比較平靜咁，最主要都系清咗啲誒活天嘅條team啦，幫啲同事submit咗佢哋做咗嘅asignment啦。咁就跟住就plan緊嚟緊嗰個schedule啦，就係咁樣。,40.48,1.19,1.19,1.19,0.0,0.0,0.0,0.0,0.0,0.0,2.38,2.38,14.29,2.38,0.0,5.95,1.19,0.0,10.71,9.52,1.19,5.95,1.19,4.76,1.19,4.76,2.38,0.0,0.0,0.0,0.0,1.19,0.0,1.19,0.0,0.0,8.33,0.0,4.76,1.19,2.38,1.19,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,2.38,0.0,2.38,0.0,0.0,2.38,1.19,1.19,0.0,0.0,16.67,2.38,4.76,9.52,3.57,0.0,1.19,0.0,0.0,0.0,10.71,0.0,0.0,1.19,0.0,9.52,84,1.19,0.0
29,4.3,,突然間咧就好愕然，因為咧，你哋誒佢哋屋企人去咗街咁問題，低咗咧，咁我哋我阿媽咧就係。我要帶啲幫食嘢。間茶餐廳。阿啊阿啊。就最主要就收工啦，咁啊今日星期六八點收到。今日變咗收工咩？對追駕嗰邊就衰敗啦，人就多。我對佢成個過程都。,47.76,8.96,7.46,5.97,0.0,1.49,0.0,0.0,0.0,1.49,4.48,1.49,16.42,1.49,0.0,1.49,1.49,0.0,11.94,11.94,0.0,2.99,1.49,1.49,1.49,7.46,1.49,2.99,0.0,0.0,0.0,7.46,1.49,0.0,1.49,0.0,7.46,1.49,2.99,1.49,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,0.0,0.0,1.49,1.49,1.49,2.99,0.0,2.99,0.0,0.0,22.39,1.49,4.48,14.93,0.0,0.0,0.0,0.0,0.0,0.0,19.4,0.0,0.0,7.46,5.97,11.94,67,5.97,2.99
29,4.4,,喂喂喂喂喂，系誒差啲又錯過咗今次嗰個嗰個錄音咁啊，咁啊，誒頭先就休息咗一陣，睇下電視中下眼瞓咁樣合作下咁樣，咁啊個休息完就個心情就。誒比較平靜啦，咁啊冇乜特別咁樣咁啊，咁啊驚錯過咗個錄音。個錄像水啊，嗱嗱聲搞咗佢咁樣，咁啊，下一下咁就頭先都有講過啦，咁啊，睇下電視瞌下眼瞓咁樣啦，咁啊冇乜特別嘢咁樣嘅啫，咁啊而家準備誒瞓覺啦。,31.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,7.22,0.0,0.0,7.22,1.03,0.0,15.46,14.43,1.03,4.12,0.0,6.19,0.0,5.15,1.03,3.09,0.0,0.0,2.06,7.22,0.0,0.0,0.0,0.0,3.09,0.0,0.0,0.0,0.0,2.06,0.0,2.06,0.0,1.03,0.0,1.03,0.0,0.0,0.0,1.03,2.06,1.03,0.0,1.03,0.0,0.0,3.09,1.03,1.03,1.03,0.0,8.25,3.09,2.06,4.12,2.06,6.19,2.06,0.0,0.0,0.0,14.43,0.0,1.03,6.19,5.15,3.09,97,0.0,3.09
29,5.1,,心情咧，好平靜咁啊，冇乜特別嘢咁啊，嚟緊咧，就就誒琴日瞓得好夠瞓咗好長，所以咧就個人咧就比較呢，開心同埋舒服咁，都系做翻啲基本嘢啦，咁就幫自己嗰個睡眠呼吸機咧，就做咗清潔啦，咁就坐低喺度睇下電視啦，咁啊休息下啦咁啊。陣間咧，就等屋企人瞓醒預備好曬咧，就會去飲茶啦，咁又系一件好開心嘅事嚟嘅，所以今日咧基本上面咧，都系誒到而家為止咧都繫好開心嘅。,47.37,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,1.75,1.75,14.91,3.51,0.0,2.63,2.63,0.88,16.67,16.67,0.0,3.51,0.0,1.75,0.88,8.77,7.89,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,6.14,0.0,3.51,0.88,0.0,0.88,0.88,0.88,0.0,0.0,0.0,0.88,0.88,0.0,0.0,0.0,5.26,0.88,0.0,0.88,3.51,0.0,1.75,0.0,0.88,0.88,0.0,15.79,4.39,3.51,9.65,1.75,5.26,3.51,0.0,0.0,0.0,14.91,0.0,0.0,6.14,2.63,8.77,114,0.0,0.0
29,5.2,,就誒頭先就去咗飲茶啦，咁啊，而家就好似要想瞓下下晝覺咁樣有啲攰咁樣咯，咁啊，都都心情都平靜都冇乜嘢啦，咁頭先誒飲完茶之後就走咗去百貨公司啦，睇翻啲家庭用品啦，因為有啲消耗咗咁想做翻個replacement啦，咁但系就未。未買到翻嚟啦，咁就咁啊，而家就翻咗屋企咁樣咯。,45.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,20.25,5.06,2.53,3.8,1.27,0.0,10.13,10.13,0.0,7.59,0.0,1.27,0.0,5.06,1.27,0.0,0.0,0.0,0.0,1.27,1.27,0.0,0.0,0.0,7.59,2.53,1.27,3.8,2.53,0.0,2.53,1.27,0.0,0.0,0.0,1.27,0.0,0.0,0.0,1.27,5.06,3.8,0.0,0.0,0.0,1.27,1.27,0.0,0.0,1.27,0.0,13.92,1.27,1.27,12.66,1.27,1.27,3.8,1.27,0.0,0.0,12.66,0.0,1.27,2.53,2.53,8.86,79,0.0,0.0
29,5.3,,我而家嘅心情好好，陣間會同個仔落去食碗碗仔翅，跟住咧就會翻嚟食飯，所以心情咧特別愉快同埋輕鬆，咁我今日咧，食完下晝飯去咗飲完茶之後咧就行咗一陣間百貨公司頭先都有講過啦，咁睇下揾唔揾到一啲誒用品，你都補充翻啲家居用品啦。咁跟住之後咧就翻咗屋企，咁咧就因為呢啲天氣好熱啊，所以就喺屋企瞓咗一陣間晏覺睇下個仔做督促下個仔咧做下功課咁，跟住咧，就陪太太咧，就去誒商場嗰度咧，就買個仔咧，就夏天嗰啲校服，跟住就翻咗嚟，咁啊就係做咗呢啲嘢。,38.58,2.36,2.36,1.57,0.0,0.79,0.0,0.0,0.0,0.0,0.0,2.36,14.96,2.36,0.0,1.57,2.36,1.57,11.02,10.24,0.79,3.94,0.0,1.57,0.79,5.51,3.94,0.0,0.0,0.0,0.0,2.36,0.79,0.0,0.79,0.0,4.72,0.0,2.36,1.57,0.0,0.79,0.0,2.36,0.0,0.79,0.79,3.94,2.36,0.0,0.0,3.15,3.94,0.0,0.79,0.79,2.36,0.0,3.15,0.79,0.79,1.57,0.0,18.9,5.51,3.15,12.6,1.57,2.36,0.79,0.79,0.0,0.0,14.96,0.0,0.79,3.94,0.79,10.24,127,1.57,0.0
29,5.4,,我頭先咧，就睇完個都都一般質素嘅嘅節目啦，繫系選美咁覺得好好笑啦，好耐冇咁樣，靜靜地坐喺度睇電視啦，咁啊，又同下屋企人傾下選美嗰啲佳麗啊，咁即系討論下佢哋啲表現啦，咁樣都覺得好好玩咁樣，咁其實就誒隔咗一陣啦，咁啊，翻嚟睇下個小朋友啲功課個進度啦。咁啊，發覺都有叫做雖然系龜速嘅中度啦，咁啊都叫有做下功課啦，咁啊，應佢個要求就同埋喺晚飯之前就走咗去take個break啦，落咗街食咗啲小食啦，咁翻嚟佢又鬆懈曬啦，又要再好似捉甩繩馬啦，咁樣又要去箍翻去，一陣間又要同佢戰鬥做功課啦，咁就係就係頭先做咗啲嘢，同埋日間要做嘅嘢。,40.38,0.64,0.64,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,15.38,0.64,0.0,3.21,1.92,2.56,11.54,11.54,0.0,4.49,0.0,3.21,0.0,2.56,1.92,0.64,0.0,0.64,0.0,2.56,0.0,0.0,0.0,0.0,5.13,1.92,0.0,2.56,1.28,0.0,0.64,1.28,0.64,0.64,0.0,2.56,1.92,0.0,0.0,1.28,5.77,0.0,3.21,2.56,0.64,0.0,0.64,0.64,0.0,0.0,0.0,13.46,5.13,3.21,7.05,4.49,1.28,2.56,0.0,0.0,0.0,7.05,0.0,0.0,3.21,2.56,3.85,156,0.64,0.64
29,6.1,,請咗假就有啲忙，咁啊陣間會照顧屋企人去打第二針嗰個新冠肺炎，咁啊所以就心情就其實就好好嘅，不過咧，就好似啲誒驚有啲，唔知UN啊，所以有啲擔心咁啊，今日就真系冇咩，搞咁樣，咁啊，就瞓醒覺就等住個時間夠鍾就開始互定。啦，因為佢打針就屋企人就有幾位咁啊，有兩個時段咁樣，咁而家就陪咗第一個時段嗰個人去打針，咁一陣間會誒同佢翻屋企咁啊，因為第二針呢啲啊嘛，反應會大啲嘅，咁啊另外就個洗衣機又壞咗啦，咁啊如果師傅修理啦，咁又系今日發生咁啊姐姐就牙痛啦，咁啊陣間又要帶工人姐姐去睇醫生，所以今日都有。有啲你急咗佢啦。,43.79,1.31,0.65,0.0,0.0,0.65,0.0,0.0,0.0,0.65,0.0,7.19,15.03,5.88,0.65,5.88,0.65,0.65,7.19,7.19,0.0,1.31,0.0,7.19,1.31,3.27,0.65,1.96,0.65,0.0,0.0,3.92,0.0,0.0,1.96,0.0,10.46,0.65,4.58,3.27,1.31,0.0,1.96,0.0,0.0,0.0,0.0,1.31,0.0,1.31,0.0,0.0,5.23,0.65,0.0,3.92,0.0,0.65,1.96,0.0,1.96,0.0,0.0,18.3,1.96,0.65,15.69,2.61,0.0,1.96,0.0,0.0,0.0,14.38,0.0,0.0,3.27,3.27,11.11,153,0.0,1.96
29,6.3,,咁啊頭先就就出咗街啦，好似誒誒俾啲冷氣啊，又熱下咁樣就搞到有啲傷風啦，咁變咗個人就有啲唔開心咁啊，啱啱衝完涼而家一個人就舒服啲啦，食咗啲感冒藥咁樣，咁啊希望誒誒因為應承咗今日請假啦，同埋聽日請假咧都系照顧咧，誒屋企人啦，佢哋咧就打第二針，咁啊變咗有啲擔心不過。照而家個情況嚟講咧，大家個問題都唔繫好大，咁啊個藥效就應該幾個鐘頭之後咧，應該今晚到聽朝咧就最辛苦嘅，希望佢哋都冇事啦，系咁啊，呢段時間咧就延續翻琴日嘅工作啦，咁啊，趁住佢哋誒車佢哋去打針啦，咁車佢哋翻嚟之後，咁啊安排咗佢哋個午飯啦，咁啊工人姐姐又話牙痛啦，咁啊。幫佢安排埋去去誒睇牙醫啦，咁啊發覺都都蛀牙都好嚴重啦，咁又要有啲跟進嘅安排啦，咁啊跟住就琴日都講過啦，咁我會跟一跟屋企裏邊嗰啲家庭用品，嗰啲要做翻啲維修保養啦，咁啊走咗去去今日就終於都落實咗啦，咁啊，買翻啲家庭用品啊，嗰啲翻嚟啦，咁就另外都買咗少少嘢啦，預備咗佢哋。誒嚟緊可能打完針會發微燒啊，嗰啲咁樣買咗啲椰青水啊，買咗啲維他命C啊嗰啲飲品啊，咁啊雪凍去俾佢哋飲啦，等佢哋舒服啲，咁另外買啲雪條啦，如果佢哋發微燒嗰陣時候，你可以食下咁啊，會舒服啲，咁啊最主要就做咗呢啲嘢。,37.87,1.66,0.66,0.33,0.0,0.33,0.0,0.0,0.0,1.0,1.66,3.99,11.63,2.33,0.33,2.99,1.0,0.33,12.29,12.29,0.0,5.65,0.0,2.99,0.66,4.65,2.99,1.66,0.33,0.0,0.0,2.99,0.66,0.0,0.66,0.0,8.64,0.66,0.66,3.99,2.99,0.33,1.33,1.0,0.0,0.33,0.66,1.66,0.33,1.0,0.0,0.33,5.32,1.33,0.33,1.99,0.66,1.0,2.66,0.0,0.66,1.99,0.0,11.96,2.66,1.33,8.64,1.66,0.66,1.33,1.0,0.0,0.0,8.64,0.0,0.0,4.65,3.65,3.99,301,0.33,1.66
29,6.4,,而家嘅心情咧都繫好平靜啦，咁就屋企人有三個就打咗第一針啦，咁唔系唔系打咗第二針啦，咁變咗個反應咧，比預期嚟到講咧，都系細少少嘅咁，因為我哋都預備得好充足，咁啊，睇下聽日咧，會唔會有啲微笑啊，嗰啲咁樣，咁，所以暫時咧就見到佢哋都好生猛嘅冇乜。特別咁啊希望聽日佢哋都可以，誒個反應唔系咁大啦，所以就我哋今日都早啲瞓啦，而家都準備休息咁，就誒承接住頭先誒之前嗰段都有提過啦，咁我哋跟住就翻咗屋企咁啊，要安排下誒。誒梳洗啊清潔啊嗰啲咁樣啦，咁跟住就食晚飯啦，咁啊比較食得清淡啲。知啦，冇乜肉食咁樣啦，咁就跟住就食飽咗之後我就喺沙發瞓咗一陣咁啊，咁就。跟住就起身啦，睇一陣間電視啦，咁啊，變咗就誒睇下個仔有冇做功課啦，咁啊跟住就誒。誒而家就差唔多啦，都要提下佢，因為佢今日都有打第二針嘅，都要睇佢要準備瞓覺咁樣啦。,41.28,1.83,1.83,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.46,5.05,13.3,3.21,0.0,4.13,1.38,0.0,11.93,11.47,0.46,7.34,0.0,3.67,0.46,4.13,3.21,0.46,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,11.47,2.29,2.75,3.21,1.38,0.46,1.83,1.38,0.0,0.92,0.0,1.38,0.92,0.0,0.0,1.38,4.13,1.38,0.46,0.92,1.38,0.0,4.59,0.92,0.92,2.75,0.0,11.47,0.92,2.29,9.63,0.92,0.92,3.21,0.0,0.0,0.0,10.55,0.0,0.0,4.13,2.29,6.42,218,1.83,0.46
29,7.1,,我屋企人都起咗身啦，咁佢哋打完咗第二針咧，個反應咧，都俾誒預期咧，就係誒誒冇咁冇咁激烈嘅咁啊，變咗就都紓解咗啦，咁啊，淨繫個小朋友咧，就都真系誒體温高啲都應該有少少微消咁樣嘅，咁啊媽媽年紀大啦，都冇乜嘢啦，太太都冇乜嘢咁樣咁誒。亦都系今日個身份就係照顧者啦，咁啊真系冇咩做嘅，咁啊最主要觀察住佢哋啦，所以成朝起身都系冇乜做過嘢咁啊，亦都冇乜理公司啲嘢咁啊，所以就比較平靜啲。,36.28,0.88,0.88,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,17.7,1.77,0.0,2.65,0.0,0.0,11.5,10.62,0.88,10.62,0.0,3.54,1.77,3.54,2.65,0.88,0.0,0.88,0.0,4.42,1.77,0.0,2.65,0.0,7.08,0.88,3.54,1.77,1.77,0.88,0.0,2.65,0.88,0.0,0.0,0.88,0.0,0.88,0.0,0.0,3.54,0.0,0.0,3.54,0.0,0.0,2.65,0.88,0.88,0.88,0.0,9.73,1.77,2.65,4.42,3.54,0.0,0.0,0.88,0.0,0.0,7.08,0.0,0.0,1.77,1.77,5.31,113,0.88,0.88
29,7.2,,而家就誒出咗嚟食下涼下冷氣啦，咁啊個心情都愉快啦，因為都系食我自己中意食嘅嘢咁啊，希望講大聲啲你哋會收到音聽到啦，咁就最主要都系同個小朋友預備佢九月開學啲嘢啦，執下個書櫃啦，幫佢安排下啲書啦，嗰啲咁樣咯。,44.12,4.41,2.94,1.47,0.0,1.47,0.0,0.0,0.0,1.47,1.47,1.47,8.82,2.94,0.0,5.88,5.88,1.47,11.76,11.76,0.0,4.41,0.0,4.41,0.0,4.41,2.94,0.0,0.0,0.0,0.0,7.35,0.0,0.0,0.0,0.0,10.29,0.0,2.94,2.94,2.94,0.0,1.47,5.88,0.0,4.41,0.0,2.94,2.94,0.0,0.0,2.94,8.82,1.47,0.0,7.35,0.0,0.0,2.94,0.0,0.0,2.94,0.0,13.24,7.35,5.88,4.41,2.94,0.0,1.47,0.0,0.0,0.0,5.88,0.0,0.0,2.94,2.94,2.94,68,1.47,0.0
